Date,Trade ID,Amount,Price
2016-02-01 21:59:38,10523728,0.03158008,370.0
2016-02-01 22:03:15,10523734,0.37745946,370.0
2016-02-01 22:03:34,10523735,0.70884584,370.0
2016-02-01 22:04:11,10523736,0.117967,369.9
2016-02-01 22:04:11,10523737,1.482033,370.0
2016-02-01 22:04:36,10523738,0.89324178,370.0
2016-02-01 22:05:07,10523739,0.133878,370.3
2016-02-01 22:05:12,10523740,0.0415,370.3
2016-02-01 22:05:29,10523742,0.4497,370.3
2016-02-01 22:10:11,10523758,0.23639374,370.86
