,Price,K360,K180,K60,D360,D180,D60,sD360,sD180,sD60,MOM360,MOM180,MOM60,ROC360,ROC180,ROC60,LWR360,LWR180,LWR60,ADOSC360,ADOSC180,ADOSC60,DISP360,DISP180,DISP60,OSCP180-360,OSCP60-180,RSI360,RSI180,RSI60,CCI360,CCI180,CCI60,DELTAP
2016-02-09 09:30:38,371.89,24.373119358074224,27.898966704936814,81.54362416107355,24.93996938165962,33.39743211773766,36.749782444497214,39.58813237226099,42.8889924584693,21.08889678443915,-3.319999999999993,-4.050000000000011,1.5500000000000114,99.1164808260372,98.92430278884461,100.41790239956863,75.62688064192578,72.10103329506319,18.456375838926444,0.7582748244734184,0.7233065442020649,0.19127516778523143,99.33047752592557,99.52762199189144,100.22262725273305,-0.0019847328924238296,-0.00698303894870745,49.25766871165644,47.16710182767624,51.93830762817841,-1.500696213249009,-0.9514940882020918,-0.5296652759781222,-0.5600000000000023
2016-02-09 09:40:38,371.96,18.756268806419254,21.469575200918445,62.75167785234876,24.931137285980448,33.24012879851015,37.64678675107411,39.4710331372664,42.84918135245282,21.46951098813109,-4.360000000000014,-4.1299999999999955,0.8899999999999864,98.84119601328904,98.90165416733151,100.23989218328842,81.24373119358074,78.53042479908156,37.24832214765124,0.7562688064192578,0.7210103329506319,0.18456375838926442,99.18397936078516,99.38477828827666,100.0674937831723,-0.002024509691843501,-0.0068694170943898285,48.80732816918727,47.00143098738131,52.068533221897205,-1.5759632781804795,-1.0648632114867627,-0.7976919643816393,0.06999999999999318
2016-02-09 09:50:38,372.59,19.45837512537605,22.27324913892066,65.10067114093913,24.917241633273306,33.12565963905012,38.55635934026519,39.354254733288094,42.80823764050241,21.866421836990508,-2.6899999999999977,-4.520000000000039,0.4399999999999977,99.28199653009474,98.79940501487462,100.11843238587426,80.54162487462395,77.72675086107934,34.89932885906088,0.8124373119358075,0.7853042479908156,0.37248322147651236,99.20580149638158,99.40947746208928,100.08202047507301,-0.002053065069134375,-0.006765381230780595,48.67796610169492,47.34501700235419,52.00836820083677,-1.5549658212646715,-1.0376444751611382,-0.7355226174271161,0.6299999999999955
2016-02-09 10:00:38,373.64,25.777331995987826,29.506314580941247,86.24161073825428,24.944278146401444,33.01460359295702,39.6800565739942,39.23796349605529,42.765691540689346,22.282275102678838,-2.2000000000000455,-3.890000000000043,1.0299999999999727,99.41300461591823,98.96674458138546,100.27720960275595,74.22266800401218,70.49368541905875,13.758389261745721,0.8054162487462395,0.7772675086107934,0.34899328859060874,99.37534603494412,99.58360203027225,100.24672225316341,-0.0020956505173314855,-0.006658929877728199,49.361359126984134,47.46182957066423,52.22823823406911,-1.4494880650848079,-0.8869822528970293,-0.3826041804671007,1.0500000000000114
2016-02-09 10:10:38,373.02,36.30892678034097,41.56142365097577,100.0,24.99852338254825,32.97052037503079,41.02242765320738,39.12224447090729,42.72194001476308,22.725655097648282,-2.2900000000000205,-2.840000000000032,2.7199999999999704,99.39084404011385,99.24564385890352,100.73331176534022,63.69107321965903,58.43857634902423,0.0,0.7422266800401217,0.7049368541905876,0.2900552486187873,99.65624587421686,99.86845112221918,100.51985296689247,-0.002129372285106513,-0.006522598852325202,49.645477526357965,48.171987641606584,54.15667466027172,-1.2818928190411307,-0.644423662331824,0.5302070804906405,-0.6200000000000045
2016-02-09 10:20:38,373.79,30.09027081243723,34.443168771526835,82.87292817679548,25.018836674988545,32.88689129666317,42.239523145457866,39.00695807725678,42.67696604313711,23.197143488950978,-1.2700000000000387,-2.980000000000018,1.5499999999999545,99.66069090811936,99.20744680851064,100.41726115164076,69.90972918756277,65.55683122847316,17.127071823204524,0.6369107321965903,0.5843857634902423,0.0,99.49302619286861,99.70785708950332,100.3436068678333,-0.0021592558278230732,-0.006376125180980568,49.100018556318425,47.79054916985951,54.1999999999999,-1.3678751208970592,-0.7741468468417847,0.20585909110489678,0.7700000000000387
2016-02-09 10:30:38,373.0,37.813440320963174,43.2835820895525,100.0,25.08456721162153,32.89074493017428,43.58643882174535,38.89229041348807,42.631208956310445,23.68705083684467,-1.2199999999999704,-2.409999999999968,2.2100000000000364,99.67467534199089,99.35938330675174,100.59475752193336,62.186559679036826,56.7164179104475,0.0,0.6990972918756277,0.6555683122847317,0.2042440318302469,99.69877226191662,99.91695639854503,100.54028174267313,-0.0021884335351215036,-0.0062384340616000785,49.84452736318408,48.5939686983077,54.599524187152994,-1.2436437434093077,-0.5943098514028834,0.7066205400969491,-0.7900000000000205
2016-02-09 10:40:38,373.27,29.889669007021165,34.21354764638353,79.04509283819596,25.117766493844844,32.82822227321374,44.552979842732825,38.7781237841298,42.58437113539873,24.187219248538447,-3.0500000000000114,-3.0600000000000023,1.2099999999999795,99.1889376412711,99.1863000585013,100.32545254041258,70.11033099297883,65.78645235361647,20.95490716180404,0.6218655967903682,0.567164179104475,0.0,99.48954189170593,99.71052167285552,100.32140503758691,-0.0022211357791770774,-0.006126568736002266,49.37527195872445,47.97928769891389,52.741312741312754,-1.3551919856931605,-0.7625564874204871,0.29499298577964217,0.2699999999999818
2016-02-09 10:50:38,373.98,32.59779338014033,37.31343283582074,86.20689655172325,25.143291663661387,32.79411224780124,45.5794615085213,38.66440886052063,42.536876921433965,24.703311865076554,-1.740000000000009,-2.730000000000018,1.5,99.53601237300337,99.27393617021276,100.40347526696614,67.40220661985967,62.68656716417926,13.793103448276746,0.7011033099297883,0.6578645235361646,0.20954907161804043,99.56360919454029,99.78683282409145,100.38736374809615,-0.0022420202658081406,-0.006018137934724722,49.131792629606494,48.24107930904048,52.85053929121716,-1.306544165803972,-0.6937820168495009,0.45767532946912626,0.7100000000000364
2016-02-09 11:00:38,373.42,39.71915747241751,45.464982778415845,100.0,25.2037950805108,32.81008477402825,46.841487541345295,38.551285017458184,42.488826875569806,25.235178547000565,-1.0199999999999818,-2.6899999999999977,2.7700000000000387,99.72800000000001,99.2858470279024,100.74620834568036,60.28084252758249,54.535017221584155,0.0,0.6740220661985967,0.6268656716417926,0.17929292929293683,99.75375124615488,99.97963763908885,100.56834912529095,-0.0022644400848301173,-0.00588831386174115,49.67766163860551,48.73686843421713,54.14634146341467,-1.1922879996382227,-0.527300924918785,0.9582436124124569,-0.5600000000000023
