Unnamed: 0,total ask volume,total bid volume,ask price,bid price,bid-ask spread,mid price,ask price spread,bid price spread,mean ask volume,mean bid volume,mean ask price,mean bid price
2016-01-01 00:00:00,318.63279889,387.5955279100001,430.89,429.84,1.0500000000000114,430.365,2.1100000000000136,1.5199999999999818,15.9316399445,19.379776395500006,432.1405,429.009
2016-01-01 00:00:10,318.62909889,323.42803778000007,430.89,429.84,1.0500000000000114,430.365,2.1100000000000136,1.1899999999999977,15.9314549445,16.171401889000002,432.1875,429.1115
2016-01-01 00:00:20,290.91926902,354.13500268000007,430.89,429.86,1.0299999999999727,430.375,2.4399999999999977,1.5400000000000205,14.545963451,17.706750134000004,432.2464999999999,429.00999999999993
2016-01-01 00:00:30,232.15385494,172.03132791,430.89,429.89,1.0,430.39,2.8000000000000114,1.5600000000000023,11.607692747,8.601566395499999,432.3349999999999,429.0750000000001
2016-01-01 00:00:40,290.95236902,322.85503778,430.89,429.9,0.9900000000000091,430.395,2.4399999999999977,1.25,14.547618451,16.142751889,432.236,429.1115
2016-01-01 00:00:50,290.95236902,287.73063778000005,430.89,429.9,0.9900000000000091,430.395,2.4399999999999977,1.25,14.547618451,14.386531889000002,432.236,429.10099999999994
2016-01-01 00:01:00,290.87173801000006,374.63212791,430.89,429.9,0.9900000000000091,430.395,2.4399999999999977,1.579999999999984,14.543586900500003,18.731606395500002,432.236,428.966
2016-01-01 00:01:10,290.87553801,322.24442791,430.89,429.9,0.9900000000000091,430.395,2.4399999999999977,1.5499999999999545,14.543776900500001,16.1122213955,432.23549999999994,429.0825
2016-01-01 00:01:20,279.88773801,309.66642791000004,430.89,429.91,0.9799999999999613,430.4,2.319999999999993,1.5600000000000023,13.9943869005,15.483321395500003,432.2294999999999,429.1055
2016-01-01 00:01:30,285.90113801,307.38002790999997,430.89,429.92,0.9699999999999704,430.405,2.4399999999999977,1.5699999999999932,14.2950569005,15.369001395499998,432.32699999999994,429.07000000000005
