,mid price,B-ASPREAD,K360,K180,K60,D360,D180,D60,sD360,sD180,sD60,MOM360,MOM180,MOM60,ROC360,ROC180,ROC60,LWR360,LWR180,LWR60,ADOSC360,ADOSC180,ADOSC60,DISP360,DISP180,DISP60,OSCP180-360,OSCP60-180,RSI360,RSI180,RSI60,CCI360,CCI180,CCI60,DELTAP
2016-01-01 17:58:00,433.89,0.22000000000002728,64.32706222865515,44.79283314669735,6.451612903226003,50.49803206737557,69.98209420734916,46.16365730740017,35.31205939103316,55.4877105157677,42.388189883635974,-0.7049999999999841,1.8250000000000455,-0.5299999999999727,99.83715424149679,100.42402908955728,99.87752744078567,35.672937771344856,55.20716685330265,93.548387096774,0.236613603473227,0.3661814109742488,0.4892473118279974,100.03428249061588,99.89458370836769,99.8230313318263,0.0013965090643928712,0.0007162788400048446,49.6963955040696,50.95167506670621,49.00290416263313,-0.3830729772396852,0.939305799891704,-1.208706002971174,1.669999999999959
2016-01-01 17:59:00,433.63,0.2799999999999727,88.49493487699041,82.19484882418872,96.23655913978229,50.62897284211878,70.18646959509763,47.14226010111107,35.33290667998301,55.63358062987345,42.48803825994999,0.8500000000000227,3.3799999999999955,1.099999999999966,100.19628671716238,100.78511532833151,100.25416483745002,11.50506512300959,17.80515117581128,3.7634408602177154,0.35672937771344854,0.5520716685330265,0.93548387096774,100.42016925576903,100.27605374808371,100.2043277766262,0.0014351251223073786,0.0007152851431279639,50.409679473572474,52.03730690760711,52.074235807860234,0.20398149375676142,1.8984388591033126,1.1756883220940688,-0.2599999999999909
2016-01-01 18:00:00,432.145,0.20999999999997954,84.7322720694652,76.37178051511827,82.25806451612696,50.74335968510066,70.34742200562357,47.86613703282356,35.35441504173661,55.78106671941524,42.59890262493808,0.42500000000001137,3.409999999999968,0.8149999999999409,100.0981059775395,100.79261773046349,100.18830216143155,15.267727930534802,23.628219484881733,17.74193548387304,0.1150506512300959,0.1780515117581128,0.037634408602177156,100.35961378468306,100.2119509197237,100.14104453785824,0.0014713375170630563,0.0007075641299734888,50.250169606512905,51.81564245810056,51.51624548736457,0.11686288006944866,1.7329998376889257,0.783941862966858,-1.4850000000000136
2016-01-01 18:01:00,433.675,0.6499999999999773,63.24167872648371,42.2727272727278,2.4193548387074593,50.78929526195153,70.34685743443508,47.286765216185124,35.37636374075073,55.92961732498278,42.698084320704226,-1.2150000000000318,1.8600000000000136,-0.6100000000000136,99.7196326379915,100.43227163391705,99.85904264537672,36.75832127351629,57.7272727272722,97.58064516129254,0.15267727930534802,0.23977272727271715,0.1774193548387304,100.01660598058331,99.8662990382361,99.80067731607004,0.0015028198654970224,0.0006570957650180807,49.55551828245555,51.10486139011648,48.851165980795486,-0.40049422180982,0.890837294453917,-1.2899247473891073,1.5300000000000296
2016-01-01 18:02:00,433.675,0.6499999999999773,85.3835021707679,76.31887456037661,84.67741935483748,50.88851134699024,70.52917970115314,48.114155312008386,35.39888169637205,56.08039288971818,42.80979102998438,0.16500000000002046,3.2550000000000523,0.09000000000003183,100.0380614057346,100.75623809302543,100.02075717564031,14.61649782923211,23.681125439623383,15.322580645162523,0.36758321273516287,0.5955451348182818,0.9758064516129255,100.37050934258113,100.21551184609035,100.15047300174868,0.0015442533619286233,0.0006489897935317169,50.13058077353563,51.91352449762929,51.50179562520408,0.142640198338301,1.873633681063676,0.8402050453286488,0.0
2016-01-01 18:03:00,433.46500000000003,0.5699999999999932,85.3835021707679,74.6867167919813,84.67741935483748,50.97976818338203,70.68943615781569,48.53930826848945,35.42192469055253,56.23338226346957,42.91931870364336,0.1300000000000523,2.1100000000000136,0.35000000000002274,100.0299853533082,100.48891823943092,100.08077078405356,14.61649782923211,25.3132832080187,15.322580645162523,0.14616497829232108,0.253132832080187,0.15322580645162523,100.37040287218947,100.21132423973023,100.15012608011965,0.0015849157511285134,0.0006106910578707051,50.068484622089414,51.84012663237043,50.151006711409444,0.14721737512849925,2.0230961818304576,0.8661338794210892,-0.20999999999997954
2016-01-01 18:04:00,433.545,0.8899999999999864,82.34442836469003,69.4235588972449,73.3870967741935,51.06072599007266,70.70637381232362,48.941719477352265,35.44544954628775,56.38745284975965,43.03109922961885,-0.01999999999998181,2.0300000000000296,0.07000000000005002,99.99538623020405,100.47052279022333,100.01615154766439,17.655571635309975,30.576441102755094,26.6129032258065,0.14616497829232108,0.253132832080187,0.15322580645162523,100.32185174915575,100.16035551773983,100.10109063575092,0.0016097812051926875,0.0005916999962965626,49.96684350132629,51.08559021826078,50.235294117647136,0.07735293448420215,1.8734984226889075,0.5863029840220699,0.07999999999998408
2016-01-01 18:05:00,432.27,0.5,83.50217076700528,71.42857142857285,77.68817204300981,51.1480834473396,70.73249121765707,49.37162335483676,35.46919117968852,56.542568711306224,43.15303445972189,0.37500000000005684,2.125,0.10500000000001819,100.0865710921809,100.4925594548236,100.02422480620154,16.497829232994714,28.57142857142715,22.311827956990182,0.17655571635309975,0.3057644110275509,0.266129032258065,100.3403283757054,100.17612762985559,100.11898720584435,0.0016364381949697294,0.0005703996088007913,50.024863252113384,51.206265721472676,50.25201612903231,0.11040924614374958,1.9015530836053205,0.7213744654834061,-1.275000000000034
2016-01-01 18:06:00,432.19,0.32000000000005,65.05065123010166,39.4736842105265,9.139784946234291,51.200901105829246,70.58260076682626,48.630645023132566,35.49300095908791,56.69736119730775,43.257478171643676,-0.8100000000000023,0.9399999999999409,-1.1850000000000591,99.81296758104739,100.21793058678969,99.72661521957295,34.94934876989833,60.5263157894735,90.86021505376571,0.16497829232994715,0.2857142857142715,0.22311827956990185,100.0458192638022,99.88043271687917,99.82904561728036,0.0016531080273022446,0.0005144861531034312,49.6299950666009,50.479035166816935,48.11229428848013,-0.3408573142463595,1.1236331585371224,-1.095681516171526,-0.07999999999998408
2016-01-01 18:07:00,433.375,0.6499999999999773,63.89290882778641,37.46867167919856,4.838709677417975,51.255278362389504,70.43068712777065,47.80851240664504,35.516962350831406,56.85175563388176,43.343372485877694,-0.8899999999999864,0.7299999999999613,-1.2650000000000432,99.79449524337305,100.16919297269735,99.70815886308843,36.10709117221359,62.53132832080144,95.16129032258202,0.3494934876989833,0.605263157894735,0.9086021505376571,100.02787617014354,99.86084547493601,99.81543033216761,0.001669841464227571,0.0004547842805898207,49.63407614505387,50.48472551008902,47.96329093543705,-0.3654215214071111,1.0671907376139664,-1.17761733217971,1.1850000000000023

