,Price,K360,K180,K60,D360,D180,D60,sD360,sD180,sD60,MOM360,MOM180,MOM60,ROC360,ROC180,ROC60,LWR360,LWR180,LWR60,ADOSC360,ADOSC180,ADOSC60,DISP360,DISP180,DISP60,OSCP180-360,OSCP60-180,RSI360,RSI180,RSI60,CCI360,CCI180,CCI60,DELTAP
2016-02-05 15:49:38,387.99,83.85311871227374,82.79569892473208,71.83098591549431,85.56394116430316,60.42389183766144,76.70254511644836,68.26125572578741,74.03608444631014,80.09473921994767,15.970000000000027,0.6000000000000227,1.3000000000000114,104.28575262324557,100.15463917525773,100.33565711334882,16.14688128772626,17.204301075267924,28.16901408450569,0.17002012072434589,0.20860215053762907,0.3415492957746405,100.93829845631454,100.27232707116295,100.03582514753758,0.006597806732791628,0.002358596140463764,55.570264056294825,50.51264524948737,52.364360378297754,0.9537968773778966,0.6018202010276809,0.9048637447198784,-0.6100000000000136
2016-02-05 15:54:38,388.16,80.78470824949702,69.67741935483924,50.35211267605702,85.55714920481678,60.36190522263075,76.23405468669033,68.36792015436558,73.86970376396306,80.28415700351742,15.379999999999995,0.18999999999999773,0.37999999999999545,104.12764015995278,100.04899432697268,100.09803668635999,19.21529175050299,30.322580645160755,49.64788732394298,0.16146881287726259,0.17204301075267922,0.2816901408450569,100.76868402576112,100.114940188956,99.87583843379683,0.006487569457967597,0.0023882724667056454,55.328892589508726,49.991544055471,51.69533169533167,0.9009882138536792,0.4736348977452574,0.3991865528390864,0.17000000000001592
2016-02-05 15:59:38,388.5,81.63983903420534,73.33333333333422,56.33802816901538,85.55342273974617,60.32581833091007,75.70635515617391,68.47441976866193,73.70373594822658,80.4522098203572,15.660000000000025,0.160000000000025,1.6000000000000227,104.20402684563759,100.04123711340208,100.41390728476823,18.36016096579466,26.66666666666577,43.66197183098462,0.19215291750502989,0.3032258064516075,0.4964788732394298,100.80152801986554,100.15828922632659,99.91724187638297,0.006381240504729078,0.002406664009595171,55.38920080404794,50.30456852791879,51.36071251855518,0.9116482941569223,0.49875418826727147,0.518882144992389,0.339999999999975
2016-02-05 16:04:38,388.64,83.35010060362171,80.64516129032297,57.547169811321915,85.55824272244428,60.324763615520965,75.73726952482414,68.5807874235811,73.53829389923895,80.62022155993495,16.019999999999982,-0.4900000000000091,1.2200000000000273,104.30090206185567,99.8740327514846,100.31501755835572,16.649899396378284,19.354838709677026,42.452830188678085,0.18360160965794659,0.2666666666666577,0.5849056603773347,100.87817968044028,100.2453021034741,99.99643942322106,0.006273681572873295,0.0024825370868368116,55.53633217993077,50.42201215395003,54.97435897435892,0.9364995012787266,0.5579006786665519,1.5431571158113633,0.13999999999998636
2016-02-05 16:09:38,388.39,84.05432595573433,83.65591397849474,61.61616161616133,85.56570901780096,60.31276930797919,75.46676965432428,68.68703238702248,73.37315392831725,80.77454095755066,15.979999999999961,-0.5,1.099999999999966,104.28809102130627,99.87151153826387,100.28384166795685,15.945674044265678,16.344086021505262,38.38383838383867,0.16649899396378284,0.19354838709677025,0.4545454545454519,100.9027710716603,100.28192967942411,100.02663842393204,0.006152867613469934,0.0025457353713493527,55.58705573226383,49.70029114574412,53.594080338266394,0.9450921470551238,0.5775224967800233,1.902187187762928,-0.25
2016-02-05 16:14:38,388.39,82.79678068410455,78.2795698924732,48.98989898989846,85.56347095172333,60.26671460460962,74.85249874005335,68.79310902025038,73.20817262211452,80.91265074888427,15.71999999999997,-0.19999999999998863,-0.3100000000000023,104.21820913945312,99.9485318716385,99.92024697710316,17.203219315895456,21.72043010752679,51.01010101010154,0.15945674044265679,0.1634408602150526,0.38383838383838675,100.82642530313497,100.21849892585455,99.95864975138396,0.006029434996358283,0.0025928264467703767,55.435759209344084,49.35886476320739,52.24748810153348,0.9212973244200431,0.5189675704475574,1.723290481953679,0.0
2016-02-05 16:19:38,388.54,82.79678068410455,78.2795698924732,48.98989898989846,85.56088782008325,60.23602989900442,74.00233038988499,68.89901683513193,73.04352075838369,81.0268487166684,15.71999999999997,-0.27000000000003865,-0.4900000000000091,104.21820913945312,99.93053054083259,99.87399711993416,17.203219315895456,21.72043010752679,51.01010101010154,0.17203219315895457,0.21720430107526792,0.5101010101010155,100.81499700627506,100.21878625950035,99.95997894712478,0.005913909284127603,0.002582423136770264,55.432679015758886,49.82740766309977,49.12676056338028,0.918390719685147,0.5105638042950957,1.6806085547762395,0.1500000000000341
2016-02-05 16:24:38,388.8,83.55130784708258,81.50537634408686,56.565656565657896,85.56040059722922,60.22131015881898,73.2784246659793,69.00471021330677,72.8792761637019,81.11788822732176,15.920000000000016,0.20000000000004547,-0.37999999999999545,104.27244914389995,100.05150126178093,99.90229353080325,16.448692152917417,18.49462365591314,43.434343434342104,0.17203219315895457,0.21720430107526792,0.5101010101010155,100.8423935671112,100.25766419820903,100.00004289564495,0.00579844793661151,0.002569592106741605,55.47883725747425,49.8965873836608,49.04063205417616,0.928248965620902,0.5326406625652079,1.8004815715207974,0.2599999999999909
2016-02-05 16:29:38,388.96,84.85915492957751,87.09677419354905,69.69696969697083,85.56527161074996,60.246596284173265,72.77337416092881,69.11020454464796,72.71568787738961,81.19471910274174,16.19999999999999,0.7900000000000205,-0.0999999999999659,104.34782608695652,100.20360299992268,99.97428644895861,15.140845070422493,12.903225806450942,30.30303030302917,0.16448692152917418,0.1849462365591314,0.434343434343421,100.8981047220083,100.3240922321078,100.06747519653831,0.005689031439014728,0.0025578804638050523,55.577771649200194,50.39682539682542,49.66555183946487,0.9476929514551803,0.577321098714964,2.0315998736214094,0.15999999999996817
2016-02-05 16:34:38,388.98,85.6639839034204,90.53763440860216,77.77777777777746,85.57306839143408,60.300220298269785,72.41099739567434,69.21550987331743,72.55295540697233,81.2589690731174,16.339999999999975,0.9699999999999704,0.22999999999996135,104.38516451076163,100.25000644346503,100.05916703110127,14.336016096579595,9.462365591397846,22.22222222222254,0.15140845070422493,0.12903225806450944,0.3030303030302917,100.92772380613377,100.3640110569451,100.10839757330154,0.005585311229959648,0.0025468639699795285,55.634384901501534,50.82194151237237,50.165929203539825,0.9588709795943652,0.6017522670573797,2.128316016508961,0.020000000000038654
