,Price,K360,K180,K60,D360,D180,D60,sD360,sD180,sD60,MOM360,MOM180,MOM60,ROC360,ROC180,ROC60,LWR360,LWR180,LWR60,ADOSC360,ADOSC180,ADOSC60,DISP360,DISP180,DISP60,OSCP180-360,OSCP60-180,RSI360,RSI180,RSI60,CCI360,CCI180,CCI60,DELTAP
2016-02-02 15:57:38,375.0,96.19238476953913,92.7203065134101,100.0,57.64824748847046,78.5843377352803,62.24176463129122,45.92350110390156,69.74171496565496,46.297091143828624,1.8000000000000114,1.9300000000000068,1.4800000000000182,100.48257372654157,100.51760667256684,100.39644273009752,3.8076152304608692,7.279693486589913,0.0,0.15030060120240454,0.28735632183907894,0.28717948717949005,100.45626268425298,100.24877935847555,100.22055831692944,0.0020654095646538036,0.0002815100764987396,51.665884561238855,53.562200073828016,57.821552723059334,1.361922845942991,1.6575652912846068,2.283488613702095,0.19999999999998863
2016-02-02 15:58:38,374.8,100.0,100.0,100.0,57.84182085277553,78.67773548085195,63.61319320271979,45.92576894652828,69.92811665548055,46.56813619328969,2.4700000000000273,1.910000000000025,1.7200000000000273,100.66303384962285,100.51194081856924,100.4607801114445,0.0,0.0,0.0,0.039999999999997725,0.07633587786259095,0.09302325581394918,100.5083713422498,100.29909934380612,100.26653072010552,0.002082135006755525,0.00032471501652232555,51.56739811912225,53.90252839868085,59.65517241379328,1.569055185553245,1.766313622638496,2.9481798319606107,-0.19999999999998863
2016-02-02 15:59:38,374.8,96.00000000000023,92.3664122137409,90.69767441860508,58.06977284658119,78.69329767430993,64.8676782525537,45.92908928438,70.1122706064068,46.87783426396994,2.3000000000000114,1.7300000000000182,1.9499999999999886,100.61744966442954,100.46371994531857,100.52299852487596,3.9999999999997726,7.633587786259095,9.302325581394918,0.0,0.0,0.0,100.45306919087882,100.24305940438406,100.2062677041992,0.002090625883174375,0.0003670249132803722,51.786557531874735,53.135313531353226,58.57787810383783,1.3718100312537809,1.6284713287964243,2.3474018777017047,0.0
2016-02-02 16:00:38,374.8,96.00000000000023,92.3664122137409,89.47368421052678,58.30062844085141,78.71208047968419,66.35890632272915,45.933478248570395,70.29418034078314,47.23431035889343,2.670000000000016,1.6200000000000045,1.150000000000034,100.71749119931208,100.43410686531968,100.30777465542621,3.9999999999997726,7.633587786259095,10.526315789473212,0.039999999999997725,0.07633587786259095,0.10526315789473212,100.45134912635956,100.24048265917207,100.19756136031307,0.0020991899961666687,0.00042818328204708973,51.81102362204726,53.174311926605554,61.56583629893247,1.3705276191633873,1.6124071115096035,2.7401327063230427,0.0
2016-02-02 16:01:38,374.95,96.00000000000023,92.3664122137409,89.47368421052678,58.567295107518085,78.71314991951898,67.1520541136725,45.93924435274065,70.47325114263255,47.614295135419084,3.1000000000000227,1.5600000000000023,1.1899999999999977,100.83400591875169,100.41796163326546,100.31851395840583,3.9999999999997726,7.633587786259095,10.526315789473212,0.039999999999997725,0.07633587786259095,0.10526315789473212,100.44935242968944,100.23806987335178,100.19242755897709,0.0021033740011967483,0.0004553391184841244,52.11468398542691,52.98452468680916,57.53604193971195,1.3668332122330158,1.5961648925198881,2.5399668865490788,0.14999999999997726
2016-02-02 16:02:38,374.49,98.99999999999977,98.09160305343468,97.36842105263095,58.84229510751808,78.73636413938107,68.11168486594585,45.946410745038925,70.64955236164543,48.01390792095546,2.349999999999966,2.569999999999993,1.339999999999975,100.63070316693504,100.69015521778827,100.35866277669227,1.0000000000002274,1.908396946565316,2.631578947369051,0.039999999999997725,0.07633587786259095,0.10526315789473212,100.48712230973203,100.2756387741384,100.22654219097728,0.002104583460373793,0.0004896162593559984,52.58552108194114,53.139919206757234,58.6563307493539,1.5045764392328178,1.6695765898975865,2.6218038425689314,-0.45999999999997954
2016-02-02 16:03:38,374.95,89.80000000000018,76.27906976744204,73.15789473684227,59.01598197620495,78.77688393116476,68.65722424631167,45.95455083410683,70.824791259132,48.43596704841046,1.6000000000000227,1.1000000000000227,0.8500000000000227,100.42908096221406,100.29459814135355,100.22749170324377,10.199999999999818,23.72093023255797,26.842105263157737,0.010000000000002274,0.023255813953493906,0.02631578947369051,100.36242956222291,100.14947794149215,100.09965683656165,0.002121826082326346,0.0004974674452082673,51.51418041980452,53.93216548639588,55.36585365853661,1.0549762380987773,1.6653836566888884,1.684395407758817,0.45999999999997954
2016-02-02 16:04:38,375.0,98.99999999999977,97.67441860465061,97.36842105263095,59.1908136260366,78.77362587027272,69.57593144210867,45.96340417703481,70.99809229506101,48.88576963209963,2.240000000000009,1.6800000000000068,1.4599999999999795,100.601003461136,100.45007635223833,100.39090738707863,1.0000000000002274,2.3255813953493907,2.631578947369051,0.10199999999999818,0.23720930232557969,0.2684210526315774,100.48416750160368,100.27017129171884,100.21676435763199,0.0021296510207085783,0.0005326303266350197,51.645893256631524,52.9680365296804,57.5898030127463,1.5003948270760368,1.9228331561114185,2.3666349761517513,0.05000000000001137
2016-02-02 16:05:38,375.0,100.0,100.0,100.0,59.38357456879755,78.8026113775191,70.67218812660067,45.973036178331895,71.16957360392874,49.368225216382974,2.2900000000000205,1.6800000000000068,1.8999999999999773,100.61441871696495,100.45001607200257,100.50924685071026,0.0,0.0,0.0,0.010000000000002274,0.023255813953493906,0.02631578947369051,100.49585398771346,100.28096497921285,100.22338679323045,0.002138287302149563,0.0005741686470042669,51.833466773418756,53.30026707363607,58.85111371629541,1.544356404955846,1.9298490032651665,2.3079689065992386,0.0
2016-02-02 16:06:38,374.49,100.0,100.0,100.0,59.57633551155849,78.82354535497481,72.11603839398035,45.98343658411186,71.33914572429308,49.894920254023425,2.0600000000000023,1.6399999999999864,1.589999999999975,100.55236767308415,100.43925433897579,100.42580541495943,0.0,0.0,0.0,0.0,0.0,0.0,100.49414085660834,100.27846214733178,100.2149052969147,0.002146181930987412,0.0006338036010534724,51.833466773418756,53.21100917431196,61.67076167076155,1.5396776381309694,1.9067510381956239,2.659205383212504,-0.5099999999999909
